"id","label","parent","obsolete"
"1","CC0 (libre de droits)","","0"
"2","CC-BY","","0"
"3","CC-BY-SA","","0"
"4","CC-BY-NC","","0"
"5","CC-BY-NC-SA","","0"
"6","CC-BY-ND","","0"
"7","CC-BY-NC-ND","","0"
