"id","label","parent","obsolete"
"CPLC_CahierDeTexteContenu","Contenu cahier de textes","","0"
"CPLC_CahierDeTexteTravailAFaire","Travail cahier de textes","","0"
"CPLC_Agenda","Agenda","","0"
"CPLC_InformationsSondage","Sondage","","0"
"CPLC_Discussions","Discussion","","0"
"CPLC_DemandeTravaux","Demande de travaux","","0"
"CPLC_Election","Election","","0"

